line;code;canonical name;category;type;family code;family;sortkey?;autodetect?;exceptional?;script codes;other names;standard characters
1719;dkk;Dakka;Dakka language;;poz-ssw;South Sulawesi;;;;;;
1720;dkr;Kuijau;Kuijau language;;poz-bnn;North Bornean;;;;;;
1721;dks;Southeastern Dinka;Southeastern Dinka language;;sdv-dnu;Dinka-Nuer;;;;Latn;;
1722;dkx;Mazagway;Mazagway language;;cdc-cbm;Central Chadic;;;;Latn;;
1723;dlg;Dolgan;Dolgan language;;trk-sib;Siberian Turkic;;;;Cyrl;;
1724;dlk;Dahalik;Dahalik language;;sem-eth;Ethiopian Semitic;;;;Ethi;;
1725;dlm;Dalmatian;Dalmatian language;;roa-itd;Italo-Dalmatian;;;;Latn;;
1726;dln;Darlong;Darlong language;;tbq-kuk;Kukish;;;;Latn;;
1727;dma;Duma;Duma language;;bnt-nze;Nzebi;;;;Latn;;
1728;dmb;Mombo Dogon;Mombo Dogon language;;nic-dgw;West Dogon;;;;Latn;;
1729;dmc;Gavak;Gavak language;;ngf-mad;Madang;;;;Latn;Bosiken,Boskien,Dimir,Dimer;
1730;dmd;Madhi Madhi;Madhi Madhi language;;aus-pam;Pama-Nyungan;;;;Latn;;
1731;dme;Dugwor;Dugwor language;;cdc-cbm;Central Chadic;;;;Latn;;
1732;dmf;Medefaidrin;Medefaidrin language;appendix-constructed;art;constructed;;;;Medf;;
1733;dmg;Upper Kinabatangan;Upper Kinabatangan language;;poz-san;Sabahan;;;;Latn;;
1734;dmk;Domaaki;Domaaki language;;inc-dar;Dardic;;;;;;
1735;dml;Dameli;Dameli language;;inc-dar;Dardic;;;;;;
1736;dmm;Dama (Nigeria);Dama (Nigeria) language;;alv-mbm;Mbum;;;;Latn;;
1737;dmn-dam;Dama (Sierra Leone);Dama (Sierra Leone) language;;dmn;Mande;;;exceptional;Latn;;
1738;dmn-mdw-pro;Proto-Western Mande;Proto-Western Mande language;reconstructed;dmn-mdw;Western Mande;;;exceptional;Latinx;;
1739;dmn-pro;Proto-Mande;Proto-Mande language;reconstructed;dmn;Mande;;;exceptional;Latinx;;
1740;dmo;Kemezung;Kemezung language;;nic-bbe;Eastern Beboid;;;;Latn;;
1741;dmr;East Damar;East Damar language;;poz-cet;Central-Eastern Malayo-Polynesian;;;;Latn;;
1742;dms;Dampelas;Dampelas language;;poz-tot;Tomini-Tolitoli;;;;Latn;;
1743;dmu;Dubu;Dubu language;;paa-pau;Pauwasi;;;;Latn;;
1744;dmv;Dumpas;Dumpas language;;poz-san;Sabahan;;;;Latn;;
1745;dmw;Mudburra;Mudburra language;;aus-pam;Pama-Nyungan;;;;Latn;;
1746;dmx;Dema;Dema language;;bnt-sho;Shona;;;;Latn;;
1747;dmy;Demta;Demta language;;paa-sen;Sentani;;;;Latn;;
1748;dna;Upper Grand Valley Dani;Upper Grand Valley Dani language;;ngf;Trans-New Guinea;;;;Latn;;
1749;dnd;Daonda;Daonda language;;paa-brd;Border;;;;Latn;;
1750;dne;Ndendeule;Ndendeule language;;bnt-mbi;Mbinga;;;;Latn;;
1751;dng;Dungan;Dungan language;;zhx;Sinitic;;;;Cyrl,Hani,Arab;;
1752;dni;Lower Grand Valley Dani;Lower Grand Valley Dani language;;ngf;Trans-New Guinea;;;;Latn;;
1753;dnj;Dan;Dan language;;dmn-mda;Mano-Dan;;;;Latn;;
1754;dnk;Dengka;Dengka language;;poz-tim;Timoric;;;;Latn;;
1755;dnn;Dzuun;Dzuun language;;dmn-smg;Samogo;;;;;Dzùùn,Dzuungoo,Dzùùngoo;
1756;dno;Ndrulo;Ndrulo language;;csu-lnd;Lendu;;;;;;
1757;dnr;Danaru;Danaru language;;ngf-mad;Madang;;;;Latn;;
1758;dnt;Mid Grand Valley Dani;Mid Grand Valley Dani language;;ngf;Trans-New Guinea;;;;Latn;;
1759;dnu;Danau;Danau language;;mkh-pal;Palaungic;;;;;;
1760;dnv;Danu;Danu language;;tbq-brm;Burmish;;;;;;
1761;dnw;Western Dani;Western Dani language;;ngf;Trans-New Guinea;;;;Latn;;
1762;dny;Dení;Dení language;;auf;Arauan;;;;Latn;;
1763;doa;Dom;Dom language;;ngf;Trans-New Guinea;;;;Latn;;
1764;dob;Dobu;Dobu language;;poz-ocw;Western Oceanic;;;;Latn;;
1765;doc;Northern Kam;Northern Kam language;;qfa-tak;Kra-Dai;;;;Latn;Northern Gam,Northern Dong;
1766;doe;Doe;Doe language;;bnt-ruv;Ruvu;;;;Latn;;
1767;dof;Domu;Domu language;;ngf;Trans-New Guinea;;;;Latn;;
1768;doh;Dong;Dong language;;nic-dak;Dakoid;;;;Latn;;
1769;doi;Dogri;Dogri language;;him;Western Pahari;;;;Deva,Takr,fa-Arab,Dogr;;
1770;dok;Dondo;Dondo language;;poz-tot;Tomini-Tolitoli;;;;Latn;;
1771;dol;Doso;Doso language;;paa;Papuan;;;;Latn;;
1772;don;Doura;Doura language;;poz-ocw;Western Oceanic;;;;Latn;;
1773;doo;Dongo;Dongo language;;nic-mbc;Mba;;;;Latn;;
1774;dop;Lukpa;Lukpa language;;nic-gne;Eastern Gurunsi;;;;Latn;;
1775;doq;Dominican Sign Language;Dominican Sign Language;;sgn;sign;;;;Latn;;
1776;dor;Dori'o;Dori'o language;;poz-sls;Southeast Solomonic;;;;Latn;;
1777;dos;Dogosé;Dogosé language;;nic-gur;Gur;;;;Latn;;
1778;dot;Dass;Dass language;;cdc-wst;West Chadic;;;;Latn;;
1779;dov;Toka-Leya;Toka-Leya language;;bnt-bot;Botatwe;;;;Latn;Tokaleya,Toka,Leya,Dombe;
1780;dow;Doyayo;Doyayo language;;alv-dur;Duru;;;;Latn;;
1781;dox;Bussa;Bussa language;;cus-eas;East Cushitic;;;;Latn;;
1782;doy;Dompo;Dompo language;;alv-gng;Guang;;;;Latn;;
1783;doz;Dorze;Dorze language;;omv-nom;North Ometo;;;;Latn;;
1784;dpp;Papar;Papar language;;poz-san;Sabahan;;;;Latn;;
1785;dra-mkn;Middle Kannada;Middle Kannada language;;dra;Dravidian;;;exceptional;Knda;;
1786;dra-okn;Old Kannada;Old Kannada language;;dra;Dravidian;;;exceptional;Knda;;
1787;dra-pro;Proto-Dravidian;Proto-Dravidian language;reconstructed;dra;Dravidian;;;exceptional;Latinx;;
1788;drb;Dair;Dair language;;nub-hil;Hill Nubian;;;;Latn;;
1789;drc;Minderico;Minderico language;;roa-ibe;West Iberian;;;;Latn;;
1790;drd;Darmiya;Darmiya language;;sit-alm;Almora;;;;;;
1791;drg;Rungus;Rungus language;;poz-san;Sabahan;;;;Latn;;
1792;dri;Lela;Lela language;;nic-knn;Northwest Kainji;;;;Latn;C'lela,C'Lela,Chilela;
1793;drl;Baagandji;Baagandji language;;aus-pam;Pama-Nyungan;;;;Latn;Darling,Bandjigali;
1794;drn;West Damar;West Damar language;;poz-tim;Timoric;;;;Latn;;
1795;dro;Daro-Matu Melanau;Daro-Matu Melanau language;;poz-bnn;North Bornean;;;;Latn;;
1796;drq;Dura;Dura language;;sit-gma;Greater Magaric;;;;;;
1797;drs;Gedeo;Gedeo language;;cus-hec;Highland East Cushitic;;;;Ethi;;
1798;dru;Rukai;Rukai language;;map;Austronesian;;;;Latn;;
1799;dru-pro;Proto-Rukai;Proto-Rukai language;reconstructed;map;Austronesian;;;exceptional;Latinx;;
1800;dry;Darai;Darai language;;inc-bhi;Bhil;;;;Deva;;
1801;dsb;Lower Sorbian;Lower Sorbian language;;wen;Sorbian;sortkey;;;Latn;;standard characters
1802;dse;Dutch Sign Language;Dutch Sign Language;;sgn;sign;;;;Latn;;
1803;dsh;Daasanach;Daasanach language;;cus-eas;East Cushitic;;;;Latn;;
1804;dsi;Disa;Disa language;;csu-bgr;Bagirmi;;;;Latn;;
1805;dsl;Danish Sign Language;Danish Sign Language;;sgn;sign;;;;Latn;;
1806;dsn;Dusner;Dusner language;;poz-hce;Halmahera-Cenderawasih;;;;Latn;;
1807;dso;Desiya;Desiya language;;inc-eas;Eastern Indo-Aryan;;;;Orya;;
1808;dsq;Tadaksahak;Tadaksahak language;;son;Songhay;;;;Arab,Latn;;
1809;dta;Daur;Daur language;;xgn;Mongolic;;;;Latn,Hani,Cyrl,Mong;;
1810;dtb;Labuk-Kinabatangan Kadazan;Labuk-Kinabatangan Kadazan language;;poz-san;Sabahan;;;;Latn;;
1811;dtd;Ditidaht;Ditidaht language;;wak;Wakashan;;;;Latn;;
1812;dth;Adithinngithigh;Adithinngithigh language;;aus-pmn;Paman;;;;Latn;;
1813;dti;Ana Tinga Dogon;Ana Tinga Dogon language;;qfa-dgn;Dogon;;;;Latn;;
1814;dtk;Tene Kan Dogon;Tene Kan Dogon language;;nic-pld;Plains Dogon;;;;Latn;;
1815;dtm;Tomo Kan Dogon;Tomo Kan Dogon language;;nic-pld;Plains Dogon;;;;Latn;;
1816;dto;Tommo So;Tommo So language;;nic-dge;Escarpment Dogon;;;;Latn;;
1817;dtp;Central Dusun;Central Dusun language;;poz-san;Sabahan;;;;Latn;Kadazandusun,Kadazan-Dusun,Kadazan Dusun,Kadazan,Bunduliwan,Boros Dusun;
1818;dtr;Lotud;Lotud language;;poz-san;Sabahan;;;;Latn;;
1819;dts;Toro So Dogon;Toro So Dogon language;;nic-dge;Escarpment Dogon;;;;Latn;;
1820;dtt;Toro Tegu Dogon;Toro Tegu Dogon language;;nic-pld;Plains Dogon;;;;Latn;;
1821;dtu;Tebul Ure Dogon;Tebul Ure Dogon language;;qfa-dgn;Dogon;;;;Latn;;
1822;dty;Doteli;Doteli language;;inc-pah;Pahari;;;;Deva;;
1823;dua;Duala;Duala language;;bnt-saw;Sawabantu;;;;Latn;;
1824;dub;Dubli;Dubli language;;inc-bhi;Bhil;;;;;;
1825;duc;Duna;Duna language;;paa;Papuan;;;;Latn;;
1826;due;Umiray Dumaget Agta;Umiray Dumaget Agta language;;phi;Philippine;;;;Latn;;
1827;duf;Dumbea;Dumbea language;;poz-cln;New Caledonian;;;;Latn;;
1828;dug;Chiduruma;Chiduruma language;;bnt-mij;Mijikenda;;;;Latn;;
1829;duh;Dungra Bhil;Dungra Bhil language;;inc-bhi;Bhil;;;;Deva,Gujr;;
1830;dui;Dumun;Dumun language;;ngf-mad;Madang;;;;Latn;;
1831;duk;Uyajitaya;Uyajitaya language;;ngf-mad;Madang;;;;Latn;;
1832;dul;Alabat Island Agta;Alabat Island Agta language;;phi;Philippine;;;;Latn;;
1833;dum;Middle Dutch;Middle Dutch language;;gmw;West Germanic;;autodetect;;Latn;;
1834;dun;Dusun Deyah;Dusun Deyah language;;poz-bre;East Barito;;;;Latn;;
1835;duo;Dupaningan Agta;Dupaningan Agta language;;phi;Philippine;;;;Latn;;
1836;dup;Duano;Duano language;;poz-mly;Malayic;;;;Latn;;
1837;duq;Dusun Malang;Dusun Malang language;;poz-bre;East Barito;;;;Latn;;
1838;dur;Dii;Dii language;;alv-dur;Duru;;;;Latn;;
1839;dus;Dumi;Dumi language;;sit-kiw;Western Kiranti;;;;Deva;;
1840;duu;Drung;Drung language;;sit-nng;Nungish;;;;;Derung,Dulong,Trung;
1841;duv;Duvle;Duvle language;;paa-lkp;Lakes Plain;;;;Latn;;
1842;duw;Dusun Witu;Dusun Witu language;;poz-bre;East Barito;;;;Latn;;
1843;dux;Duun;Duun language;;dmn-smg;Samogo;;;;Latn;Duungooma;
1844;duy;Dicamay Agta;Dicamay Agta language;;phi;Philippine;;;;Latn;;
1845;duz;Duli;Duli language;;alv-ada;Adamawa;;;;Latn;Duli-Gey,Duli-Gewe;
1846;dv;Dhivehi;Dhivehi language;;inc-ins;Insular Indo-Aryan;;;;Thaa,Diak;;
1847;dva;Duau;Duau language;;poz-ocw;Western Oceanic;;;;Latn;;
1848;dwa;Diri;Diri language;;cdc-wst;West Chadic;;;;Latn;;
1849;dwr;Dawro;Dawro language;;omv-nom;North Ometo;;;;Ethi,Latn;;
1850;dwu;Dhuwal;Dhuwal language;;aus-yol;Yolngu;;;;Latn;Gumatj,Dual,Duala,Datiwuy,Wulamba,Liyagawumirr,Marrangu,Djampbarrpuyŋu,Gupapuyngu,Dhay'yi,Dayi,Dhalwangu;
1851;dww;Dawawa;Dawawa language;;poz-ocw;Western Oceanic;;;;Latn;;
1852;dwy;Dhuwaya;Dhuwaya language;;aus-yol;Yolngu;;;;Latn;;
1853;dwz;Dewas Rai;Dewas Rai language;;inc-bhi;Bhil;;;;;Danuwar Rai,Rai Danuwar;
1854;dya;Dyan;Dyan language;;nic-gur;Gur;;;;Latn;;
1855;dyb;Dyaberdyaber;Dyaberdyaber language;;aus-nyu;Nyulnyulan;;;;Latn;;
1856;dyd;Dyugun;Dyugun language;;aus-nyu;Nyulnyulan;;;;Latn;;
1857;dyg;Villa Viciosa Agta;Villa Viciosa Agta language;;phi;Philippine;;;;Latn;;
1858;dyi;Djimini;Djimini language;;alv-tdj;Tagwana-Djimini;;;;Latn;Djimini Senoufo,Jimini,Jinmini;
1859;dym;Yanda Dogon;Yanda Dogon language;;qfa-dgn;Dogon;;;;Latn;Yanda,Yanda Dom,Yanda Dom Dogon;
1860;dyn;Dyangadi;Dyangadi language;;aus-cww;Central New South Wales;;;;Latn;;
1861;dyo;Jola-Fonyi;Jola-Fonyi language;;alv-jol;Jola;;;;Latn;Diola-Fogny,Jola,Joola,Diola;
1862;dyu;Dyula;Dyula language;;dmn-man;Manding;;;;Latn;;
1863;dyy;Dyaabugay;Dyaabugay language;;aus-pmn;Paman;;;;Latn;;
1864;dz;Dzongkha;Dzongkha language;;sit-tib;Tibetic;;;;Tibt;;
1865;dza;Tunzu;Tunzu language;;nic-jer;Jera;;;;Latn;Duguza;
1866;dzg;Dazaga;Dazaga language;;ssa-sah;Saharan;;;;Latn;Daza,Dasaga;
1867;dzl;Dzala;Dzala language;;sit-ebo;East Bodish;;;;Tibt;Dzalakha,Dzalamat,Yangtsebikha;
1868;dzn;Dzando;Dzando language;;bnt-bun;Buja-Ngombe;;;;Latn;;
1869;ebg;Ebughu;Ebughu language;;nic-lcr;Lower Cross River;;;;Latn;;
1870;ebk;Eastern Bontoc;Eastern Bontoc language;;phi;Philippine;;;;Latn;;
1871;ebr;Ebrié;Ebrié language;;alv-ptn;Potou-Tano;;;;Latn;;
1872;ebu;Embu;Embu language;;bnt-kka;Kikuyu-Kamba;;;;Latn;;
1873;ecr;Eteocretan;Eteocretan language;;;;;;Grek;;
1874;ecs;Ecuadorian Sign Language;Ecuadorian Sign Language;;sgn;sign;;;;Latn;;
1875;ecy;Eteocypriot;Eteocypriot language;;;;;;Cprt;;
1876;ee;Ewe;Ewe language;;alv-gbe;Gbe;;;;Latn;;
1877;eee;E;E language;;qfa-mix;mixed;;;;Hani,Latn;;
1878;efa;Efai;Efai language;;nic-ief;Ibibio-Efik;;;;Latn;;
1879;efe;Efe;Efe language;;csu-mle;Mangbutu-Lese;;;;Latn;;
1880;efi;Efik;Efik language;;nic-ief;Ibibio-Efik;;;;Latn;;
1881;ega;Ega;Ega language;;alv;Atlantic-Congo;;;;Latn;;
1882;egl;Emilian;Emilian language;;roa-git;Gallo-Italic;;;;Latn;;
1883;ego;Eggon;Eggon language;;nic-pls;South Plateau;;;;Latn;;
1884;egx-dem;Demotic;Demotic language;;egx;Egyptian;sortkey;;exceptional;Latinx,Egyd;;
1885;egy;Egyptian;Egyptian language;;egx;Egyptian;;;;Latinx,Egyp,Egyd;;
1886;ehu;Ehueun;Ehueun language;;alv-nwd;Northwestern Edoid;;;;Latn;;
1887;eip;Eipomek;Eipomek language;;ngf;Trans-New Guinea;;;;Latn;;
1888;eit;Eitiep;Eitiep language;;qfa-tor;Torricelli;;;;Latn;;
1889;eiv;Askopan;Askopan language;;paa-nbo;North Bougainville;;;;Latn;;
1890;eja;Ejamat;Ejamat language;;alv-jfe;Jola-Felupe;;;;Latn;;
1891;eka;Ekajuk;Ekajuk language;;nic-eko;Ekoid;;;;Latn;;
1892;eke;Ekit;Ekit language;;nic-ief;Ibibio-Efik;;;;Latn;;
1893;ekg;Ekari;Ekari language;;ngf;Trans-New Guinea;;;;Latn;;
1894;eki;Eki;Eki language;;nic-ief;Ibibio-Efik;;;;Latn;;
1895;ekl;Kolhe;Kolhe language;;mun;Munda;;;;Latn;;
1896;ekm;Elip;Elip language;;nic-ymb;Yambasa;;;;Latn;;
1897;eko;Koti;Koti language;;bnt-mak;Makua;;;;Latn;;
1898;ekp;Ekpeye;Ekpeye language;;alv-igb;Igboid;;;;Latn;;
1899;ekr;Yace;Yace language;;alv-ido;Idomoid;;;;Latn;;
1900;eky;Eastern Kayah;Eastern Kayah language;;kar;Karen;;;;Kali;;
1901;el;Greek;Greek language;;grk;Hellenic;sortkey;autodetect;;Grek,Brai;;standard characters
1902;ele;Elepi;Elepi language;;qfa-tor;Torricelli;;;;Latn;;
1903;elh;El Hugeirat;El Hugeirat language;;nub-hil;Hill Nubian;;;;Latn;;
1904;eli;Nding;Nding language;;alv-tal;Talodi;;;;Latn;;
1905;elk;Elkei;Elkei language;;qfa-tor;Torricelli;;;;Latn;;
1906;elm;Eleme;Eleme language;;nic-ogo;Ogoni;;;;Latn;;
1907;elo;El Molo;El Molo language;;cus-eas;East Cushitic;;;;Latn;;
1908;elu;Elu;Elu language;;poz-aay;Admiralty Islands;;;;Latn;;
1909;elu-prk;Helu;Helu language;;inc-mid;Middle Indo-Aryan;;;exceptional;Brah;;
1910;elx;Elamite;Elamite language;;qfa-iso;isolate;;;;Xsux;;
1911;ema;Emai;Emai language;;alv-eeo;Edo-Esan-Ora;;;;Latn;Aoma,Ora,Emai-Iuleha-Ora;
1912;emb;Embaloh;Embaloh language;;poz;Malayo-Polynesian;;;;Latn;Palin,Pari,Sangau,Sanggau;
1913;eme;Emerillon;Emerillon language;;tup-gua;Tupi-Guarani;;;;Latn;Emerilon,Emerion,Mereo,Melejo,Mereyo,Teco;
1914;emg;Eastern Meohang;Eastern Meohang language;;sit-kie;Eastern Kiranti;;;;Deva;;
1915;emi;Mussau-Emira;Mussau-Emira language;;poz-ocw;Western Oceanic;;;;Latn;;
1916;emk;Eastern Maninkakan;Eastern Maninkakan language;;dmn-mnk;Maninka;;;;Latn,Arab,Nkoo;;
1917;emm;Mamulique;Mamulique language;;nai-pak;Pakawan;;;;Latn;;
1918;emn;Eman;Eman language;;nic-tvc;Central Tivoid;;;;Latn;;
1919;emp;Northern Emberá;Northern Emberá language;;sai-chc;Chocoan;;;;Latn;;
1920;ems;Alutiiq;Alutiiq language;;ypk;Yupik;;;;Latn;;
1921;emu;Eastern Muria;Eastern Muria language;;dra;Dravidian;;;;;;
1922;emw;Emplawas;Emplawas language;;poz-tim;Timoric;;;;Latn;;
1923;emx;Erromintxela;Erromintxela language;;qfa-mix;mixed;;;;Latn;;
1924;emy;Epigraphic Mayan;Epigraphic Mayan language;;myn;Mayan;;;;Maya;Classic Ch'olti'an,Ch'olti';
1925;en;English;English language;;gmw;West Germanic;sortkey;;;Latn,Brai,Shaw,Dsrt;;standard characters
1926;ena;Apali;Apali language;;ngf-mad;Madang;;;;Latn;;
1927;enb;Markweeta;Markweeta language;;sdv-nma;Nandi-Markweta;;;;Latn;;
1928;enc;En;En language;;qfa-buy;Buyang;;;;Latn;;
1929;end;Ende;Ende language;;poz-cet;Central-Eastern Malayo-Polynesian;;;;Latn;;
1930;enf;Forest Enets;Forest Enets language;;syd;Samoyedic;;;;Latn;;
1931;enh;Tundra Enets;Tundra Enets language;;syd;Samoyedic;;;;Latn;;
1932;enl;Enlhet;Enlhet language;;sai-mas;Mascoian;;;;Latn;Lengua;
1933;enm;Middle English;Middle English language;;gmw;West Germanic;;autodetect;;Latn;;
1934;enn;Engenni;Engenni language;;alv-dlt;Delta Edoid;;;;Latn;;
1935;eno;Enggano;Enggano language;;poz;Malayo-Polynesian;;;;Latn;;
1936;enq;Enga;Enga language;;paa-eng;Engan;;;;Latn;;
1937;enr;Emem;Emem language;;paa-pau;Pauwasi;;;;;;
1938;enu;Enu;Enu language;;tbq-lol;Loloish;;;;;;
1939;env;Enwan;Enwan language;;alv-yek;Yekhee;;;;Latn;;
1940;enw;Enwang;Enwang language;;nic-lcr;Lower Cross River;;;;Latn;;
1941;enx;Enxet;Enxet language;;sai-mas;Mascoian;;;;Latn;Lengua;
1942;eo;Esperanto;Esperanto language;;art;constructed;sortkey;;;Latn;;standard characters
1943;eot;Eotile;Eotile language;;alv-ptn;Potou-Tano;;;;Latn;Beti;
1944;epi;Epie;Epie language;;alv-dlt;Delta Edoid;;;;Latn;;
1945;era;Eravallan;Eravallan language;;dra;Dravidian;;;;;;
1946;erg;Sie;Sie language;;poz-occ;Central-Eastern Oceanic;;;;Latn;;
1947;erh;Eruwa;Eruwa language;;alv-swd;Southwestern Edoid;;;;Latn;;
1948;eri;Ogea;Ogea language;;ngf-mad;Madang;;;;Latn;Erima;
1949;erk;South Efate;South Efate language;;poz-vnc;North-Central Vanuatu;;;;Latn;Efate,Vate,Vaté;
1950;ero;Horpa;Horpa language;;sit-rgy;Rgyalrongic;;;;;Ergong,Danba,Stau,rTau,Rtau,Daofuhua,Bawang,Bopa,Dawu,Geshitsa,Geshiza,Geshizahua,Hor,Huo'er,Hórsók,Nyagrong-Minyag,Pawang,Rgu,Western rGyalrong,Western Gyarong,Western Jiarong,Xinlong-Muya;
1951;err;Erre;Erre language;;qfa-iso;isolate;;;;Latn;;
1952;ers;Ersu;Ersu language;;sit-qia;Qiangic;;;;Latn;Duoxu,Erhsu;
1953;ert;Eritai;Eritai language;;paa-lkp;Lakes Plain;;;;Latn;;
1954;erw;Erokwanas;Erokwanas language;;poz-hce;Halmahera-Cenderawasih;;;;Latn;;
1955;es;Spanish;Spanish language;;roa-ibe;West Iberian;sortkey;;;Latn,Brai;;standard characters
1956;ese;Ese Ejja;Ese Ejja language;;sai-tac;Tacanan;;;;Latn;Tiatinagua;
1957;esh;Eshtehardi;Eshtehardi language;;xme-ttc;Tatic;;;;fa-Arab,Latn;;
1958;esi;North Alaskan Inupiatun;North Alaskan Inupiatun language;;esx-inu;Inuit;;;;Latn;;
1959;esk;Northwest Alaska Inupiatun;Northwest Alaska Inupiatun language;;esx-inu;Inuit;;;;Latn;;
1960;esl;Egyptian Sign Language;Egyptian Sign Language;;sgn;sign;;;;;;
1961;esm;Esuma;Esuma language;;alv-kwa;Kwa;;;;Latn;;
1962;esn;Salvadoran Sign Language;Salvadoran Sign Language;;sgn;sign;;;;Latn;;
1963;eso;Estonian Sign Language;Estonian Sign Language;;sgn;sign;;;;Latn;;
1964;esq;Esselen;Esselen language;;qfa-iso;isolate;;;;Latn;;
1965;ess;Central Siberian Yupik;Central Siberian Yupik language;;ypk;Yupik;;;;Cyrl;Central Siberian Yup'ik,St. Lawrence Yupik,St. Lawrence Yup'ik,St. Lawrence Eskimo,Siberian Yupik,Siberian Yup'ik,Siberian Yupik Eskimo,Siberian Yup'ik Eskimo,St. Lawrence Island Eskimo,St. Lawrence Island Yupik,St. Lawrence Island Yup'ik;
1966;esu;Yup'ik;Yup'ik language;;ypk;Yupik;;;;Latn;;
1967;esx-esk-pro;Proto-Eskimo;Proto-Eskimo language;reconstructed;esx-esk;Eskimo;;;exceptional;Latinx;;
1968;esx-ink;Inuktun;Inuktun language;;esx-inu;Inuit;;;exceptional;Latn;;
1969;esx-inq;Inuinnaqtun;Inuinnaqtun language;;esx-inu;Inuit;;;exceptional;Latn;;
1970;esx-inu-pro;Proto-Inuit;Proto-Inuit language;reconstructed;esx-inu;Inuit;;;exceptional;Latinx;;
1971;esx-pro;Proto-Eskimo-Aleut;Proto-Eskimo-Aleut language;reconstructed;esx;Eskimo-Aleut;;;exceptional;Latinx;;
1972;esx-tut;Tunumiisut;Tunumiisut language;;esx-inu;Inuit;;;exceptional;Latn;;
1973;esy;Eskayan;Eskayan language;;art;constructed;;;;Latn;;
1974;et;Estonian;Estonian language;;fiu-fin;Finnic;;;;Latn;;
1975;etb;Etebi;Etebi language;;nic-ief;Ibibio-Efik;;;;Latn;;
1976;etc;Etchemin;Etchemin language;;alg-eas;Eastern Algonquian;;;;Latn;;
1977;eth;Ethiopian Sign Language;Ethiopian Sign Language;;sgn;sign;;;;;;
1978;etn;Eton (Vanuatu);Eton (Vanuatu) language;;poz-oce;Oceanic;;;;Latn;;
1979;eto;Eton (Cameroon);Eton (Cameroon) language;;bnt-btb;Beti;;;;Latn;;
1980;etr;Edolo;Edolo language;;ngf;Trans-New Guinea;;;;Latn;;
1981;ets;Yekhee;Yekhee language;;alv-yek;Yekhee;;;;Latn;Afenmai,Afemai,Etsako;
1982;ett;Etruscan;Etruscan language;;qfa-tyn;Tyrsenian;;;;Ital;;
1983;etu;Ejagham;Ejagham language;;nic-eko;Ekoid;;;;Latn;;
1984;etx;Eten;Eten language;;nic-beo;Beromic;;;;Latn;;
1985;etz;Semimi;Semimi language;;paa-mai;Mairasi;;;;Latn;;
1986;eu;Basque;Basque language;;euq;Vasconic;;;;Latn;;
1987;euq-pro;Proto-Basque;Proto-Basque language;reconstructed;euq;Vasconic;;;exceptional;Latinx;;
1988;eve;Even;Even language;;tuw;Tungusic;;autodetect;;Cyrl,Latn;;
1989;evh;Uvbie;Uvbie language;;alv-swd;Southwestern Edoid;;;;Latn;;
1990;evn;Evenki;Evenki language;;tuw;Tungusic;;autodetect;;Cyrl;Tungus;
1991;ewo;Ewondo;Ewondo language;;bnt-btb;Beti;;;;Latn;Kolo;
1992;ext;Extremaduran;Extremaduran language;;roa-ibe;West Iberian;;;;Latn;;
1993;eya;Eyak;Eyak language;;xnd;Na-Dene;;;;Latn;;
1994;eyo;Keiyo;Keiyo language;;sdv-nma;Nandi-Markweta;;;;Latn;;
1995;eza;Ezaa;Ezaa language;;alv-igb;Igboid;;;;Latn;;
1996;eze;Uzekwe;Uzekwe language;;nic-ucn;North-South Upper Cross River;;;;Latn;;
1997;fa;Persian;Persian language;;ira-swi;Southwestern Iranian;;autodetect;;fa-Arab;;
1998;faa;Fasu;Fasu language;;paa-kut;Kutubuan;;;;Latn;Namumi,Namome,Namo Me,Kaipu,Kaibu,Some;
1999;fab;Annobonese;Annobonese language;;crp;creole or pidgin;;;;Latn;Fa d'Ambu;
2000;fad;Wagi;Wagi language;;ngf-mad;Madang;;;;Latn;;
2001;faf;Fagani;Fagani language;;poz-sls;Southeast Solomonic;;;;Latn;;
2002;fag;Finongan;Finongan language;;ngf-fin;Finisterre;;;;Latn;;
2003;fah;Baissa Fali;Baissa Fali language;;nic-bco;Benue-Congo;;;;Latn;;
2004;fai;Faiwol;Faiwol language;;ngf-okk;Ok;;;;Latn;;
2005;faj;Faita;Faita language;;ngf-mad;Madang;;;;Latn;;
2006;fak;Fang (Beboid);Fang (Beboid) language;;nic-beb;Beboid;;;;Latn;;
2007;fal;South Fali;South Fali language;;alv-fli;Fali;;;;Latn;;
2008;fam;Fam;Fam language;;nic-mmb;Mambiloid;;;;Latn;;
2009;fan;Fang (Bantu);Fang (Bantu) language;;bnt-btb;Beti;;;;Latn;;
2010;fap;Palor;Palor language;;alv-cng;Cangin;;;;Latn;Paloor,Falor,Palar,Sili,Sili-Sili,Waro;
2011;far;Fataleka;Fataleka language;;poz-sls;Southeast Solomonic;;;;Latn;;
2012;fau;Fayu;Fayu language;;paa-lkp;Lakes Plain;;;;Latn;;
2013;fax;Fala;Fala language;;roa-ibe;West Iberian;;;;Latn;;
2014;fay;Southwestern Fars;Southwestern Fars language;;ira-swi;Southwestern Iranian;;;;;;
2015;faz;Northwestern Fars;Northwestern Fars language;;ira-swi;Southwestern Iranian;;;;;;
2016;fbl;West Albay Bikol;West Albay Bikol language;;phi;Philippine;;;;Latn;;
2017;fcs;Quebec Sign Language;Quebec Sign Language;;sgn;sign;;;;Latn;;
