line;code;canonical name;category;type;family code;family;sortkey?;autodetect?;exceptional?;script codes;other names;standard characters
3667;lee;Lyélé;Lyélé language;;nic-gnn;Northern Gurunsi;;;;;;
3668;lef;Lelemi;Lelemi language;;alv-ntg;Na-Togo;;;;;;
3669;leh;Lenje;Lenje language;;bnt-bot;Botatwe;;;;;;
3670;lei;Lemio;Lemio language;;ngf-mad;Madang;;;;;;
3671;lej;Lengola;Lengola language;;bnt-leb;Lebonya;;;;;;
3672;lek;Leipon;Leipon language;;poz-aay;Admiralty Islands;;;;Latn;;
3673;lel;Lele (Congo);Lele (Congo) language;;bnt-bsh;Bushoong;;;;;Bashilele,Lele (Democratic Republic of the Congo),Lele,Usilele;
3674;lem;Nomaande;Nomaande language;;nic-mbw;West Mbam;;;;Latn;;
3675;len;Honduran Lenca;Honduran Lenca language;;nai-len;Lencan;;;;Latn;Lenca,Lencan;
3676;leo;Leti (Cameroon);Leti (Cameroon) language;;nic-mba;Mbam;;;;;Leti;
3677;lep;Lepcha;Lepcha language;;sit;Sino-Tibetan;;;;Lepc;;
3678;leq;Lembena;Lembena language;;paa-eng;Engan;;;;;;
3679;ler;Lenkau;Lenkau language;;poz-aay;Admiralty Islands;;;;Latn;;
3680;les;Lese;Lese language;;csu-mle;Mangbutu-Lese;;;;;;
3681;let;Lesing-Gelimi;Lesing-Gelimi language;;poz-ocw;Western Oceanic;;;;Latn;;
3682;leu;Kara (New Guinea);Kara (New Guinea) language;;poz-ocw;Western Oceanic;;;;Latn;Kara (Papua New Guinea),Kara,Lemakot;
3683;lev;Lamma;Lamma language;;ngf;Trans-New Guinea;;;;;;
3684;lew;Ledo Kaili;Ledo Kaili language;;poz-kal;Kaili-Pamona;;;;Latn;Rai,Tara,Ta'a,Taa,Central Kaili,East Kaili,Ledo,Edo,Ado,Doi,Ija,Tawaili,Palu,Parigi,Sigi;
3685;lex;Luang;Luang language;;poz-tim;Timoric;;;;;;
3686;ley;Lemolang;Lemolang language;;;;;;;;
3687;lez;Lezgi;Lezgi language;;cau-lzg;Lezghian;;autodetect;;Cyrl;Lezgian,Lezgin;
3688;lfa;Lefa;Lefa language;;bnt-baf;Bafia;;;;;;
3689;lfn;Lingua Franca Nova;Lingua Franca Nova language;appendix-constructed;art;constructed;;;;Latn,Cyrl;;
3690;lg;Luganda;Luganda language;;bnt-nyg;Nyoro-Ganda;sortkey;autodetect;;Latn;;
3691;lga;Lungga;Lungga language;;poz-ocw;Western Oceanic;;;;Latn;;
3692;lgb;Laghu;Laghu language;;poz-ocw;Western Oceanic;;;;Latn;;
3693;lgg;Lugbara;Lugbara language;;csu-mma;Moru-Madi;;;;;;
3694;lgh;Laghuu;Laghuu language;;tbq-lol;Loloish;;;;;Xá Phó,Phù Lá Lão;
3695;lgi;Lengilu;Lengilu language;;poz-swa;North Sarawakan;;;;Latn;;
3696;lgk;Neverver;Neverver language;;poz-vnc;North-Central Vanuatu;;;;Latn;Lingarak;
3697;lgl;Wala;Wala language;;poz-sls;Southeast Solomonic;;;;;;
3698;lgm;Lega-Mwenga;Lega-Mwenga language;;bnt-lgb;Lega-Binja;;;;;Lega-Ntara,Lega Ntara,Lega Mwenga,Mwenga Lega,Lower Lega,Upper Lega,Eastern Lega,Northern Lega,Isile,Ishile,Kisile,Mwenda-Liga;
3699;lgn;Opuuo;Opuuo language;;ssa-kom;Koman;;;;;Opo,Opuo,Opo-Shita,Shita,Shiita,Cita,Ciita,Ansita,Kina,Kwina,T'apo;
3700;lgq;Logba;Logba language;;alv-ntg;Na-Togo;;;;Latn;Ikpana;
3701;lgr;Lengo;Lengo language;;poz-sls;Southeast Solomonic;;;;Latn;;
3702;lgt;Pahi;Pahi language;;paa-spk;Sepik;;;;Latn;;
3703;lgu;Longgu;Longgu language;;poz-sls;Southeast Solomonic;;;;;;
3704;lgz;Ligenza;Ligenza language;;bnt-bun;Buja-Ngombe;;;;;;
3705;lha;Laha (Vietnam);Laha (Vietnam) language;;qfa-kra;Kra;;;;;Laha,La Ha;
3706;lhh;Laha (Indonesia);Laha (Indonesia) language;;poz-cma;Central Maluku;;;;;Laha,Central Ambon;
3707;lhi;Lahu Shi;Lahu Shi language;;tbq-lol;Loloish;;;;;;
3708;lhl;Lahul Lohar;Lahul Lohar language;;;;;;;;
3709;lhn;Lahanan;Lahanan language;;;;;;;;
3710;lhp;Lhokpu;Lhokpu language;;sit-dhi;Dhimalish;;;;;;
3711;lhs;Mlahsö;Mlahsö language;;sem-cna;Central Neo-Aramaic;;;;;;
3712;lht;Lo-Toga;Lo-Toga language;;poz-vnc;North-Central Vanuatu;;;;Latn;;
3713;lhu;Lahu;Lahu language;;tbq-lol;Loloish;;;;;;
3714;li;Limburgish;Limburgish language;;gmw;West Germanic;;;;Latn;;
3715;lia;West-Central Limba;West-Central Limba language;;alv-lim;Limba;;;;;;
3716;lib;Likum;Likum language;;poz-aay;Admiralty Islands;;;;Latn;;
3717;lic;Hlai;Hlai language;;qfa-lic;Hlai;;;;Latn;Bouhin,Heitu,Ha Em,Zhongsha,Lauhut,Baoding,Tongzha,Tongshi,Zandui,Baoting,Nadou,Dongfang,Changjiang,Moyjaw,Xifang,Baisha,Yuanmen;
3718;lid;Nyindrou;Nyindrou language;;poz-aay;Admiralty Islands;;;;Latn;;
3719;lie;Likila;Likila language;;bnt-ngn;Ngondi-Ngiri;;;;;;
3720;lif;Limbu;Limbu language;;sit-kir;Kiranti;;;;Limb;;
3721;lig;Ligbi;Ligbi language;;dmn-jje;Jogo-Jeri;;;;;;
3722;lih;Lihir;Lihir language;;poz-ocw;Western Oceanic;;;;Latn;;
3723;lii;Lingkhim;Lingkhim language;;;;;;;;
3724;lij;Ligurian;Ligurian language;;roa-git;Gallo-Italic;;;;Latn;;
3725;lik;Lika;Lika language;;bnt-boa;Boan;;;;;;
3726;lil;Lillooet;Lillooet language;;sal;Salishan;;;;;;
3727;lio;Liki;Liki language;;poz-ocw;Western Oceanic;;;;Latn;;
3728;lip;Sekpele;Sekpele language;;alv-ntg;Na-Togo;;;;;;
3729;liq;Libido;Libido language;;cus-hec;Highland East Cushitic;;;;;;
3730;lir;Liberian English;Liberian English language;;;;;;;;
3731;lis;Lisu;Lisu language;;tbq-lol;Loloish;;;;Lisu;;
3732;liu;Logorik;Logorik language;;sdv-daj;Daju;;;;;;
3733;liv;Livonian;Livonian language;;fiu-fin;Finnic;;autodetect;;Latn;;
3734;liw;Col;Col language;;;;;;;;
3735;lix;Liabuku;Liabuku language;;;;;;;;
3736;liy;Banda-Bambari;Banda-Bambari language;;bad-cnt;Central Banda;;;;;;
3737;liz;Libinza;Libinza language;;bnt-zbi;Zamba-Binza;;;;;;
3738;lja;Golpa;Golpa language;;aus-yol;Yolngu;;;;Latn;;
3739;lje;Rampi;Rampi language;;poz;Malayo-Polynesian;;;;;;
3740;lji;Laiyolo;Laiyolo language;;;;;;;;
3741;ljl;Li'o;Li'o language;;poz;Malayo-Polynesian;;;;;;
3742;ljp;Lampung Api;Lampung Api language;;poz-lgx;Lampungic;;;;Latn;;
3743;ljw;Yirandali;Yirandali language;;;;;;;;
3744;ljx;Yuru;Yuru language;;;;;;;;
3745;lka;Lakalei;Lakalei language;;poz-tim;Timoric;;;;Latn;;
3746;lkb;Kabras;Kabras language;;bnt-msl;Masaba-Luhya;;;;;;
3747;lkc;Kucong;Kucong language;;tbq-lol;Loloish;;;;;;
3748;lkd;Lakondê;Lakondê language;;sai-nmk;Nambikwaran;;;;Latn;;
3749;lke;Kenyi;Kenyi language;;bnt-nyg;Nyoro-Ganda;;;;;;
3750;lkh;Lakha;Lakha language;;sit-tib;Tibetic;;;;;;
3751;lki;Laki;Laki language;;ku;Kurdish;;autodetect;;fa-Arab;;
3752;lkj;Remun;Remun language;;;;;;;;
3753;lkl;Laeko-Libuat;Laeko-Libuat language;;qfa-tor;Torricelli;;;;;;
3754;lkm;Kalaamaya;Kalaamaya language;;;;;;;;
3755;lkn;Lakon;Lakon language;;poz-vnc;North-Central Vanuatu;;;;Latn;;
3756;lko;Khayo;Khayo language;;bnt-msl;Masaba-Luhya;;;;;;
3757;lkr;Päri;Päri language;;sdv-lon;Northern Luo;;;;;;
3758;lks;Kisa;Kisa language;;bnt-msl;Masaba-Luhya;;;;;;
3759;lkt;Lakota;Lakota language;;sio-dkt;Dakotan;;;;Latn;Lakhota;
3760;lku;Kungkari;Kungkari language;;;;;;;;
3761;lky;Lokoya;Lokoya language;;sdv-lma;Lotuko-Maa;;;;;;
3762;lla;Lala-Roba;Lala-Roba language;;alv-yun;Yungur;;;;;;
3763;llb;Lolo;Lolo language;;bnt-mak;Makua;;;;;;
3764;llc;Lele (Guinea);Lele (Guinea) language;;dmn-mok;Mokole;;;;;Lele;
3765;lld;Ladin;Ladin language;;roa-rhe;Rhaeto-Romance;;;;Latn;;
3766;lle;Lele (New Guinea);Lele (New Guinea) language;;poz-oce;Oceanic;;;;Latn;Lele (Papua New Guinea),Lele,Lele Hai;
3767;llf;Hermit;Hermit language;;poz-aay;Admiralty Islands;;;;Latn;;
3768;llg;Lole;Lole language;;poz-tim;Timoric;;;;;;
3769;llh;Lamu;Lamu language;;tbq-lol;Loloish;;;;;;
3770;lli;Teke-Laali;Teke-Laali language;;bnt-nze;Nzebi;;;;;;
3771;llj;Ladji-Ladji;Ladji-Ladji language;;aus-pam;Pama-Nyungan;;;;;Ledji-Ledji;
3772;llk;Lelak;Lelak language;;poz-swa;North Sarawakan;;;;Latn;;
3773;lll;Lilau;Lilau language;;qfa-tor;Torricelli;;;;;;
3774;llm;Lasalimu;Lasalimu language;;;;;;;;
3775;lln;Lele (Chad);Lele (Chad) language;;cdc-est;East Chadic;;;;;Lele;
3776;llo;Khlor;Khlor language;;mkh-kat;Katuic;;;;;;
3777;llp;North Efate;North Efate language;;poz-vnc;North-Central Vanuatu;;;;Latn;Efate,Vate,Vaté,Nguna;
3778;llq;Lolak;Lolak language;;phi;Philippine;;;;;;
3779;lls;Lithuanian Sign Language;Lithuanian Sign Language;;sgn;sign;;;;;;
3780;llu;Lau;Lau language;;poz-sls;Southeast Solomonic;;;;Latn;;
3781;llx;Lauan;Lauan language;;poz-occ;Central-Eastern Oceanic;;;;Latn;;
3782;lma;East Limba;East Limba language;;alv-lim;Limba;;;;;;
3783;lmb;Merei;Merei language;;poz-vnc;North-Central Vanuatu;;;;Latn;;
3784;lmc;Limilngan;Limilngan language;;;;;;;;
3785;lmd;Lumun;Lumun language;;alv-tal;Talodi;;;;;;
3786;lme;Pévé;Pévé language;;cdc-mas;Masa;;;;;;
3787;lmf;South Lembata;South Lembata language;;;;;;;;
3788;lmg;Lamogai;Lamogai language;;poz-ocw;Western Oceanic;;;;Latn;;
3789;lmh;Lambichhong;Lambichhong language;;sit-kie;Eastern Kiranti;;;;;;
3790;lmi;Lombi;Lombi language;;csu-maa;Mangbetu;;;;;;
3791;lmj;West Lembata;West Lembata language;;;;;;;;
3792;lmk;Lamkang;Lamkang language;;tbq-kuk;Kukish;;;;;;
3793;lml;Raga;Raga language;;poz-vnc;North-Central Vanuatu;;;;Latn;Hano,Bwatvenua,Lamalanga,Vunmarama,Loltong;
3794;lmn;Lambadi;Lambadi language;;inc-wes;Western Indo-Aryan;;;;;Banjari,Goar-boali;
3795;lmo;Lombard;Lombard language;;roa-git;Gallo-Italic;;;;Latn;;
3796;lmp;Limbum;Limbum language;;nic-nka;Nkambe;;;;Latn;;
3797;lmq;Lamatuka;Lamatuka language;;;;;;;;
3798;lmr;Lamalera;Lamalera language;;;;;;;;
3799;lmu;Lamenu;Lamenu language;;poz-vnc;North-Central Vanuatu;;;;Latn;;
3800;lmv;Lomaiviti;Lomaiviti language;;poz-occ;Central-Eastern Oceanic;;;;Latn;;
3801;lmw;Lake Miwok;Lake Miwok language;;nai-you;Yok-Utian;;;;Latn;;
3802;lmx;Laimbue;Laimbue language;;nic-rnw;Western Ring;;;;;;
3803;lmy;Laboya;Laboya language;;poz-cet;Central-Eastern Malayo-Polynesian;sortkey;;;Latn;Lamboya;
3804;lmz;Lumbee;Lumbee language;;;;;;Latn;;
3805;ln;Lingala;Lingala language;;bnt-bmo;Bangi-Moi;;;;Latn;;
3806;lna;Langbashe;Langbashe language;;bad;Banda;;;;;;
3807;lnb;Mbalanhu;Mbalanhu language;;bnt-ova;Ovambo;;;;;;
3808;lnd;Lun Bawang;Lun Bawang language;;poz-swa;North Sarawakan;;;;Latn;;
3809;lnh;Lanoh;Lanoh language;;mkh-asl;Aslian;;;;;;
3810;lni;Daantanai';Daantanai' language;;paa-sbo;South Bougainville;;;;;;
3811;lnj;Linngithigh;Linngithigh language;;aus-pmn;Paman;;;;Latn;Linngithig,Leningitij;
3812;lnl;South Central Banda;South Central Banda language;;bad;Banda;;;;;;
3813;lnm;Langam;Langam language;;paa;Papuan;;;;Latn;;
3814;lnn;Lorediakarkar;Lorediakarkar language;;poz-vnc;North-Central Vanuatu;;;;Latn;;
3815;lno;Lango (Sudan);Lango (Sudan) language;;sdv-lma;Lotuko-Maa;;;;;Lango,Lango (South Sudan),Langgo;
3816;lns;Lamnso';Lamnso' language;;nic-rng;Ring;;;;;;
3817;lnu;Longuda;Longuda language;;alv-bam;Bambukic;;;;Latn;;
3818;lnw;Lanima;Lanima language;;aus-pam;Pama-Nyungan;;;;Latn;;
3819;lo;Lao;Lao language;;tai-swe;Southwestern Tai;sortkey;;;Laoo;;standard characters
3820;loa;Loloda;Loloda language;;paa-nha;North Halmahera;;;;Latn;;
3821;lob;Lobi;Lobi language;;;;;;;;
3822;loc;Inonhan;Inonhan language;;phi;Philippine;;;;;;
3823;lod;Berawan;Berawan language;;poz-swa;North Sarawakan;;;;Latn;Central Berawan,East Berawan,West Berawan,Long Terawan,Batu Belah,Long Teru,Long Jegan,Long Pata;
3824;loe;Saluan;Saluan language;;poz;Malayo-Polynesian;;;;;;
3825;lof;Logol;Logol language;;alv-hei;Heiban;;;;;;
3826;log;Logo;Logo language;;csu-mma;Moru-Madi;;;;;;
3827;loh;Narim;Narim language;;sdv;Eastern Sudanic;;;;;;
3828;loi;Lomakka;Lomakka language;;alv-kul;Kulango;;;;;Loma;
3829;loj;Lou;Lou language;;poz-aay;Admiralty Islands;;;;Latn;;
3830;lok;Loko;Loko language;;dmn-msw;Southwestern Mande;;;;Latn;;
3831;lol;Mongo;Mongo language;;bnt-mon;Mongo;;;;Latn;;
3832;lom;Looma;Looma language;;dmn-msw;Southwestern Mande;;;;;Loma;
3833;lon;Malawi Lomwe;Malawi Lomwe language;;;;;;;;
3834;loo;Lombo;Lombo language;;bnt-ske;Soko-Kele;;;;;;
3835;lop;Lopa;Lopa language;;;;;;;;
3836;loq;Lobala;Lobala language;;bnt-ngn;Ngondi-Ngiri;;;;;;
3837;lor;Téén;Téén language;;alv-kul;Kulango;;;;;;
3838;los;Loniu;Loniu language;;poz-aay;Admiralty Islands;;;;Latn;;
3839;lot;Lotuko;Lotuko language;;sdv-lma;Lotuko-Maa;;;;;;
3840;lou;Louisiana Creole French;Louisiana Creole French language;;crp;creole or pidgin;;;;Latn;Louisiana Creole,Kréyol;
3841;lov;Lopi;Lopi language;;tbq-lol;Loloish;;;;;;
3842;low;Tampias Lobu;Tampias Lobu language;;;;;;;;
3843;lox;Loun;Loun language;;poz-cet;Central-Eastern Malayo-Polynesian;;;;Latn;;
3844;loz;Lozi;Lozi language;;bnt-sts;Sotho-Tswana;;;;Latn;;
3845;lpa;Lelepa;Lelepa language;;poz-vnc;North-Central Vanuatu;;;;;;
3846;lpe;Lepki;Lepki language;;paa-pau;Pauwasi;;;;;;
3847;lpn;Long Phuri Naga;Long Phuri Naga language;;sit-aao;Ao;;;;;;
3848;lpo;Lipo;Lipo language;;tbq-lol;Loloish;;;;Plrd;Eastern Lisu;
3849;lpx;Lopit;Lopit language;;sdv-lma;Lotuko-Maa;;;;;;
3850;lra;Rara Bakati';Rara Bakati' language;;day;Land Dayak;;;;;;
3851;lrc;Northern Luri;Northern Luri language;;ira-swi;Southwestern Iranian;;;;fa-Arab;;
3852;lre;Laurentian;Laurentian language;;iro-nor;North Iroquoian;;;;Latn;St. Lawrence Iroquoian;
3853;lrg;Laragia;Laragia language;;;;;;;;
3854;lri;Marachi;Marachi language;;bnt-msl;Masaba-Luhya;;;;;;
3855;lrk;Loarki;Loarki language;;;;;;;Gade Lohar;
3856;lrl;Lari;Lari language;;ira-swi;Southwestern Iranian;;;;fa-Arab;Achomi;
3857;lrm;Marama;Marama language;;bnt-msl;Masaba-Luhya;;;;;;
3858;lrn;Lorang;Lorang language;;;;;;;;
3859;lro;Laro;Laro language;;alv-hei;Heiban;;;;;;
3860;lrr;Southern Lorung;Southern Lorung language;;sit-kie;Eastern Kiranti;;;;;Yamphe,Southern Yamphe,Yamphu,Southern Yamphu;
3861;lrt;Larantuka Malay;Larantuka Malay language;;poz-mly;Malayic;;;;Latn;;
3862;lrv;Larevat;Larevat language;;poz-vnc;North-Central Vanuatu;;;;Latn;;
3863;lrz;Lemerig;Lemerig language;;poz-vnc;North-Central Vanuatu;;;;;;
3864;lsa;Lasgerdi;Lasgerdi language;;ira-kms;Komisenian;;;;;;
3865;lsd;Lishana Deni;Lishana Deni language;;sem-nna;Northeastern Neo-Aramaic;;;;Hebr;Betanure Jewish Neo-Aramaic;
3866;lse;Lusengo;Lusengo language;;bnt-zbi;Zamba-Binza;;;;;;
3867;lsh;Lish;Lish language;;sit-khb;Kho-Bwa;;;;;;
3868;lsi;Lashi;Lashi language;;tbq-brm;Burmish;;;;;Lacid,Lachik,Leqi;
3869;lsl;Latvian Sign Language;Latvian Sign Language;;sgn;sign;;;;;;
3870;lsm;Saamia;Saamia language;;bnt-msl;Masaba-Luhya;;;;;;
3871;lso;Laos Sign Language;Laos Sign Language;;sgn;sign;;;;;Laotian Sign Language;
3872;lsp;Panamanian Sign Language;Panamanian Sign Language;;sgn;sign;;;;;;
3873;lsr;Aruop;Aruop language;;qfa-tor;Torricelli;;;;;Srenge,Sreengge,Lawu;
3874;lss;Lasi;Lasi language;;inc-snd;Sindhi;;;;Arab;;
3875;lst;Trinidad and Tobago Sign Language;Trinidad and Tobago Sign Language;;sgn;sign;;;;;;
3876;lsy;Mauritian Sign Language;Mauritian Sign Language;;sgn;sign;;;;;;
3877;lt;Lithuanian;Lithuanian language;;bat;Baltic;;autodetect;;Latn;;
3878;ltc;Middle Chinese;Middle Chinese language;;zhx;Sinitic;;;;Hani;Late Middle Chinese,Early Middle Chinese;
3879;ltg;Latgalian;Latgalian language;;bat;Baltic;;;;Latn;;
3880;lti;Leti (Indonesia);Leti (Indonesia) language;;poz-tim;Timoric;;;;Latn;Leti;
3881;ltn;Latundê;Latundê language;;sai-nmk;Nambikwaran;;;;Latn;;
3882;lto;Olutsotso;Olutsotso language;;bnt-msl;Masaba-Luhya;;;;;;
3883;lts;Lutachoni;Lutachoni language;;bnt-msl;Masaba-Luhya;;;;;;
3884;ltu;Latu;Latu language;;poz-cma;Central Maluku;;;;;;
3885;lu;Luba-Katanga;Luba-Katanga language;;bnt-lub;Luba;;;;Latn;;
3886;lua;Luba-Kasai;Luba-Kasai language;;bnt-lub;Luba;;;;Latn;Tshiluba,Luba;
3887;luc;Aringa;Aringa language;;csu-mma;Moru-Madi;;;;;;
3888;lud;Ludian;Ludian language;;fiu-fin;Finnic;;;;Latn;Ludic,Lude;
3889;lue;Luvale;Luvale language;;bnt-clu;Chokwe-Luchazi;;;;Latn;;
3890;luf;Laua;Laua language;;;;;;;;
3891;lui;Luiseño;Luiseño language;;azc-cup;Cupan;;autodetect;;Latn;Luiseno,Juaneño,Juaneno;
3892;luj;Luna;Luna language;;bnt-lbn;Luban;;;;;;
3893;luk;Lunanakha;Lunanakha language;;sit-tib;Tibetic;;;;;;
3894;lul;Olu'bo;Olu'bo language;;csu-mma;Moru-Madi;;;;;;
3895;lum;Luimbi;Luimbi language;;bnt-clu;Chokwe-Luchazi;;;;;;
3896;lun;Lunda;Lunda language;;bnt-lun;Lunda;;;;Latn;;
3897;luo;Luo;Luo language;;sdv-los;Southern Luo;;;;Latn;Dholuo;
3898;lup;Lumbu;Lumbu language;;bnt-sir;Sira;;;;;;
3899;luq;Lucumi;Lucumi language;;;;;;;;
3900;lur;Laura;Laura language;;;;;;;;
3901;lus;Mizo;Mizo language;;tbq-kuk;Kukish;;;;Latn;Lushai,Lushei;
3902;lut;Lushootseed;Lushootseed language;;sal;Salishan;;;;Latn;;
3903;luu;Lumba-Yakkha;Lumba-Yakkha language;;sit-kie;Eastern Kiranti;;;;;;
3904;luv;Luwati;Luwati language;;inc-snd;Sindhi;;;;Khoj;;
3905;luy;Luhya;Luhya language;;bnt-msl;Masaba-Luhya;;;;Latn;;
3906;luz;Southern Luri;Southern Luri language;;ira-swi;Southwestern Iranian;;;;fa-Arab;;
3907;lv;Latvian;Latvian language;;bat;Baltic;;autodetect;;Latn;;
3908;lva;Maku'a;Maku'a language;;poz-tim;Timoric;;;;;;
3909;lvi;Lawi;Lawi language;;mkh-ban;Bahnaric;;;;Latn;Lavi,Lavy,Swoeng,Savoeng,Saveung,Lakwi;
3910;lvk;Lavukaleve;Lavukaleve language;;paa;Papuan;;;;Latn;;
3911;lvu;Levuka;Levuka language;;;;;;;;
3912;lwa;Lwalu;Lwalu language;;bnt-lbn;Luban;;;;;;
3913;lwe;Lewo Eleng;Lewo Eleng language;;;;;;;;
3914;lwg;Wanga;Wanga language;;bnt-msl;Masaba-Luhya;;;;;Oluwanga;
3915;lwh;White Lachi;White Lachi language;;qfa-kra;Kra;;;;;;
3916;lwl;Eastern Lawa;Eastern Lawa language;;mkh-pal;Palaungic;sortkey;;;Thai;;
3917;lwm;Laomian;Laomian language;;tbq-lol;Loloish;;;;;;
3918;lwo;Luwo;Luwo language;;sdv-lon;Northern Luo;;;;Latn;Jur,Giur;
3919;lws;Malawian Sign Language;Malawian Sign Language;;sgn;sign;;;;;;
3920;lwt;Lewotobi;Lewotobi language;;;;;;;;
3921;lwu;Lawu;Lawu language;;;;;;;;
3922;lww;Lewo;Lewo language;;poz-vnc;North-Central Vanuatu;;;;Latn;;
3923;lya;Layakha;Layakha language;;sit-tib;Tibetic;;;;;;
3924;lyg;Lyngngam;Lyngngam language;;aav-pkl;Pnar-Khasi-Lyngngam;;;;;Lyngam;
3925;lyn;Luyana;Luyana language;;;;;;;;
3926;lzh;Literary Chinese;Literary Chinese language;;zhx;Sinitic;;;;Hani;;
3927;lzl;Litzlitz;Litzlitz language;;poz-vnc;North-Central Vanuatu;;;;Latn;;
3928;lzn;Leinong Naga;Leinong Naga language;;sit-kch;Konyak-Chang;;;;;;
3929;lzz;Laz;Laz language;;ccs-zan;Zan;;autodetect;;Geor,Latn;;
3930;maa;San Jerónimo Tecóatl Mazatec;San Jerónimo Tecóatl Mazatec language;;omq-maz;Mazatecan;;;;Latn;;
3931;mab;Yutanduchi Mixtec;Yutanduchi Mixtec language;;omq-mxt;Mixtec;;;;Latn;;
3932;mad;Madurese;Madurese language;;poz-msa;Malayo-Sumbawan;;;;Latn;;
3933;mae;Bo-Rukul;Bo-Rukul language;;nic-ple;East Plateau;;;;Latn;;
3934;maf;Mafa;Mafa language;;cdc-cbm;Central Chadic;;;;Latn;;
3935;mag;Magahi;Magahi language;;inc-eas;Eastern Indo-Aryan;;;;Deva,Kthi;;
3936;mai;Maithili;Maithili language;;inc-eas;Eastern Indo-Aryan;;;;Tirh,Kthi,Newa,Deva;;
3937;maj;Jalapa de Díaz Mazatec;Jalapa de Díaz Mazatec language;;omq-maz;Mazatecan;;;;Latn;;
3938;mak;Makasar;Makasar language;;poz-ssw;South Sulawesi;;;;Latn,Maka;;
3939;mam;Mam;Mam language;;myn;Mayan;;;;Latn;;
3940;man;Mandingo;Mandingo language;;dmn-man;Manding;;;;Latn;;
3941;map-ata-pro;Proto-Atayalic;Proto-Atayalic language;reconstructed;map-ata;Atayalic;;;exceptional;Latinx;;
3942;map-bms;Banyumasan;Banyumasan language;;map;Austronesian;;;exceptional;Latn;;
3943;map-pro;Proto-Austronesian;Proto-Austronesian language;reconstructed;map;Austronesian;;;exceptional;Latinx;;
3944;maq;Chiquihuitlán Mazatec;Chiquihuitlán Mazatec language;;omq-maz;Mazatecan;;;;Latn;;
3945;mas;Maasai;Maasai language;;sdv-lma;Lotuko-Maa;;;;Latn;;
3946;mat;Matlatzinca;Matlatzinca language;;omq;Oto-Manguean;;;;Latn;San Francisco Matlatzinca,San Francisco Oxtotilpa Matlatzinca;
3947;mau;Huautla Mazatec;Huautla Mazatec language;;omq-maz;Mazatecan;;;;Latn;;
3948;mav;Sateré-Mawé;Sateré-Mawé language;;tup;Tupian;;;;Latn;;
3949;maw;Mampruli;Mampruli language;;nic-wov;Western Oti-Volta;;;;Latn;;
3950;max;North Moluccan Malay;North Moluccan Malay language;;crp;creole or pidgin;;;;Latn;;
3951;maz;Central Mazahua;Central Mazahua language;;oto;Otomian;;;;Latn;;
3952;mba;Higaonon;Higaonon language;;mno;Manobo;;;;Latn;;
3953;mbb;Western Bukidnon Manobo;Western Bukidnon Manobo language;;mno;Manobo;;;;Latn;;
3954;mbc;Macushi;Macushi language;;sai-pem;Pemongan;;;;Latn;Makushi,Makusi,Makuxi,Macusi,Macussi,Teweya;
3955;mbd;Dibabawon Manobo;Dibabawon Manobo language;;mno;Manobo;;;;Latn;;
3956;mbe;Molale;Molale language;;nai-plp;Plateau Penutian;;;;Latn;Molala,Molalla,Molele;
3957;mbf;Baba Malay;Baba Malay language;;crp;creole or pidgin;;;;Latn;;
3958;mbh;Mangseng;Mangseng language;;poz-ocw;Western Oceanic;;;;Latn;;
3959;mbi;Ilianen Manobo;Ilianen Manobo language;;mno;Manobo;;;;Latn;;
3960;mbj;Nadëb;Nadëb language;;sai-nad;Nadahup;;;;Latn;;
3961;mbk;Malol;Malol language;;poz-ocw;Western Oceanic;;;;Latn;;
3962;mbl;Maxakalí;Maxakalí language;;sai-mje;Macro-Jê;;;;Latn;;
3963;mbm;Ombamba;Ombamba language;;bnt-mbt;Mbete;;;;Latn;;
3964;mbn;Macaguán;Macaguán language;;sai-guh;Guahiban;;;;Latn;;
3965;mbo;Mbo (Cameroon);Mbo (Cameroon) language;;bnt-mne;Manenguba;;;;Latn;Mbo;
3966;mbp;Wiwa;Wiwa language;;cba;Chibchan;;;;Latn;Damana,Malayo;
3967;mbq;Maisin;Maisin language;;;;;;Latn;;
3968;mbr;Nukak Makú;Nukak Makú language;;sai-nad;Nadahup;;;;Latn;;
3969;mbs;Sarangani Manobo;Sarangani Manobo language;;mno;Manobo;;;;Latn;;
3970;mbt;Matigsalug Manobo;Matigsalug Manobo language;;mno;Manobo;;;;Latn;;
3971;mbu;Mbula-Bwazza;Mbula-Bwazza language;;nic-jrn;Jarawan;;;;Latn;;
3972;mbv;Mbulungish;Mbulungish language;;alv-nal;Nalu;;;;Latn;;
3973;mbw;Maring;Maring language;;;;;;Latn;;
3974;mbx;Sepik Mari;Sepik Mari language;;paa-spk;Sepik;;;;Latn;Mari (East Sepik Province);
3975;mby;Memoni;Memoni language;;inc-snd;Sindhi;;;;Gujr,ur-Arab;;
3976;mbz;Amoltepec Mixtec;Amoltepec Mixtec language;;omq-mxt;Mixtec;;;;Latn;;
3977;mca;Maca;Maca language;;sai-mtc;Matacoan;;;;Latn;;
3978;mcb;Machiguenga;Machiguenga language;;awd;Arawakan;;;;Latn;;
3979;mcc;Bitur;Bitur language;;;;;;;;
3980;mcd;Sharanahua;Sharanahua language;;sai-pan;Panoan;;;;Latn;;
3981;mce;Itundujia Mixtec;Itundujia Mixtec language;;omq-mxt;Mixtec;;;;Latn;;
3982;mcf;Matsés;Matsés language;;sai-pan;Panoan;;;;Latn;;
